input_text,target_text
"sadness to disappointment: This ended the so-called ""heroic"" epoch of Swiss history.","This ended the so-called ""heroic"" epoch of Swiss history."
"admiration to approval: The PlayStation 3 Slim received extremely positive reviews as well as a boost in sales; less than 24 hours after its announcement, PS3 Slim took the number-one bestseller spot on Amazon.com in the video games section for fifteen consecutive days.","After receiving rave reviews and a sales boost, the PS3 Slim quickly became the top-selling video game item on Amazon.com for 15 consecutive days, less than 24 hours after its announcement."
admiration to approval: Thus a cultural climate was created that greatly enhanced the development of the humanities and the sciences.,Thus a cultural climate was created that greatly enhanced the development of the humanities and the sciences.
"joy to admiration: You are the glory of Jerusalem, you are the joy of Israel, you give honour to our people.","You are the glory of Jerusalem, you are the joy of Israel, you give honour to our people."
"sadness to disappointment: The persistent drought around 850 AD coincided with the collapse of Classic Maya civilization, and the famine of One Rabbit (AD 1454) was a major catastrophe in Mexico.","The persistent drought around 850 AD coincided with the collapse of Classic Maya civilization, and the famine of One Rabbit (AD 1454) was a major catastrophe in Mexico."
"confusion to disapproval: Some authors have proposed that there may be evidence of a sub-stratum or add-stratum language for geographic features and various crafts and agricultural activities, called variously Proto-Euphratean or Proto Tigrean, but this is disputed by others.","Some authors have proposed that there may be evidence of a sub-stratum or add-stratum language for geographic features and various crafts and agricultural activities, called variously Proto-Euphratean or Proto Tigrean, but this is disputed by others."
"excitement to joy: and became expansive and sang with joy!""","and became expansive and sang with joy!"""
admiration to approval: The Super Slim model of PS3 has received positive reviews.,The Super Slim PS3 has garnered positive feedback from reviewers.
"admiration to desire: The Sustainable Development Goals are ambitious, and they will require enormous efforts across countries, continents, industries and disciplines - but they are achievable.","The Sustainable Development Goals are ambitious, and they will require enormous efforts across countries, continents, industries and disciplines - but they are achievable."
"realization to disappointment: Worst of all, before the war, an uninformed US Customs officer had seized a copy of the Japanese merchant marine code (called the ""maru code"" in the USN), not knowing that the Office of Naval Intelligence (ONI) had broken it.","Worst of all, before the war, an uninformed US Customs officer had seized a copy of the Japanese merchant marine code (called the ""maru code"" in the USN), not knowing that the Office of Naval Intelligence (ONI) had broken it."
confusion to disapproval: National census results in the past few decades have been disputed.,National census results in the past few decades have been disputed.
"optimism to approval: More generally, parties with a broad base of support across regions or among economic and other interest groups, have a great chance of winning the necessary plurality in the U.S.'s largely single-member district, winner-take-all elections.","Parties that have a wide-ranging support base across regions or economic and other interest groups have a greater chance of winning the necessary plurality in the U.S.'s single-member district, winner-take-all elections."
"admiration to approval: The eleven-day mission was a total success, as the spacecraft performed a virtually flawless mission, paving the way for the United States to continue with its lunar mission schedule.","The success of the eleven-day mission was guaranteed by the spacecraft's nearly flawless performance, allowing the United States to continue with its lunar mission schedule."
"joy to approval: This was a long period of prosperity for the British people, as profits gained from the overseas British Empire, as well as from industrial improvements at home, allowed a large, educated middle class to develop.","A long period of prosperity for the British people was made possible by the profits obtained from the British Empire overseas and the advancements in industry at home, which fostered the growth of a substantial, educated middle class."
"sadness to disappointment: China's income fell sharply during the wars as vast areas of farmland were destroyed, millions of lives were lost, and countless armies were raised and equipped to fight the rebels.","China's income plummeted during the wars due to the destruction of farmland, loss of millions of lives, and the mobilization of armies to combat the rebels."
admiration to approval: This group is in the best position to absorb the economic shocks.,This group is in the best position to absorb the economic shocks.
"approval to caring: A recent inspection indicated that the damage was less severe than initially feared, and it remains structurally stable and safe.","According to a recent inspection, the damage was not as severe as initially feared, and the structure remains stable and safe."
"joy to approval: I am satisfied, that within a few years there has been a great Change in the National Character.","I am satisfied, that within a few years there has been a great Change in the National Character."
disappointment to disapproval: The air offensive against the RAF and British industry failed to have the desired effect.,The effort to damage the RAF and British industry through aerial bombardment was ineffective.
"admiration to approval: Commercially, the album peaked at number one in numerous countries and sold more than 16 million copies worldwide.","Commercially, the album peaked at number one in numerous countries and sold more than 16 million copies worldwide."
"gratitude to admiration: The area's many universities and colleges make Philadelphia a top international study destination, as the city has evolved into an educational and economic hub.","The area's many universities and colleges make Philadelphia a top international study destination, as the city has evolved into an educational and economic hub."
disappointment to disapproval: The baroque style had never truly been to the English taste.,The baroque style had never truly been to the English taste.
"admiration to approval: The book aroused international interest and a widespread debate, with no sharp line between scientific issues and ideological, social and religious implications.","The book aroused international interest and a widespread debate, with no sharp line between scientific issues and ideological, social and religious implications."
"admiration to approval: The movie was a hit at the box office, quickly grossing more than $20 million from a $2-million budget.","The movie quickly made a profit, grossing more than $20 million from a budget of $2 million."
"realization to disappointment: The Napoleonic Era changed the face of Europe forever, and old Empires and Kingdoms fell apart as a result of the mighty and ""Glorious"" surge of Republicanism.","The Napoleonic Era changed the face of Europe forever, and old Empires and Kingdoms fell apart as a result of the mighty and ""Glorious"" surge of Republicanism."
"fear to sadness: The casualties were horrible, especially for the attacking Prussian forces.",The Prussian forces that initiated the attack sustained appalling losses.
excitement to joy: This was particularly evident on 11 November 2008 when the Cunard liner RMS Queen Elizabeth 2 departed the city for the final time amid a spectacular fireworks display after a full day of celebrations.,The city bade farewell to the Cunard liner RMS Queen Elizabeth 2 on 11 November 2008 with a spectacular fireworks display and a full day of celebrations.
"admiration to approval: The city is well known for its links to basketball, which is played in nearly every park in the city by local youth, many of whom have gone on to play for major college programs and in the NBA.","The city is well known for its links to basketball, which is played in nearly every park in the city by local youth, many of whom have gone on to play for major college programs and in the NBA."
"confusion to disapproval: Most evidence seems to suggest the assignment of orders is accurate, but scientists disagree about the relationships between the orders themselves; evidence from modern bird anatomy, fossils and DNA have all been brought to bear on the problem, but no strong consensus has emerged.","Most evidence seems to suggest the assignment of orders is accurate, but scientists disagree about the relationships between the orders themselves; evidence from modern bird anatomy, fossils and DNA have all been brought to bear on the problem, but no strong consensus has emerged."
"admiration to approval: Not only was this location more defensible, but it also offered access to a fine natural harbor.","Not only was this location more defensible, but it also offered access to a fine natural harbor."
"gratitude to approval: This was approved by Major League Baseball and would have enabled the Cubs to host games 1 and 2, along with games 6 and 7 if necessary.","This was approved by Major League Baseball and would have enabled the Cubs to host games 1 and 2, along with games 6 and 7 if necessary."
"gratitude to realization: The recent rapid growth in SACU revenues has, however, reversed the fiscal situation, and a sizeable surplus was recorded since 2006.","The recent rapid growth in SACU revenues has, however, reversed the fiscal situation, and a sizeable surplus was recorded since 2006."
gratitude to admiration: Germany had established itself as the main power in continental Europe with the most powerful and professional army in the world.,Germany had established itself as the main power in continental Europe with the most powerful and professional army in the world.
"admiration to approval: In classical Greece he was the god of light and of music, but in popular religion he had a strong function to keep away evil.","In classical Greece he was the god of light and of music, but in popular religion he had a strong function to keep away evil."
disappointment to disapproval: Any later plans to break up the dominating Prussia into smaller states failed because political circumstances were not favorable to state reforms.,Political circumstances that were not conducive to state reforms prevented any future plans to break up Prussia into smaller states.
"sadness to disappointment: However, Barcelona fans were distraught by Figo's decision to join arch-rivals Real Madrid, and, during subsequent visits to the Camp Nou, Figo was given an extremely hostile reception.","Figo's choice to join Real Madrid over Barcelona was met with great disappointment by the Catalan club's fans, who made their feelings known by giving him a very hostile reception during his subsequent visits to the Camp Nou."
"sadness to disappointment: The depression had devastating effects in virtually every country, rich or poor.","The depression had a destructive impact on nearly all countries, regardless of their economic standing."
"approval to disappointment: They proved commercially unsuccessful, but were an important precursor to later surround-sound systems, as seen in SACD and home cinema today.","They proved commercially unsuccessful, but were an important precursor to later surround-sound systems, as seen in SACD and home cinema today."
"admiration to approval: The missionaries accompanying the Orlams were well received by them, the right to use waterholes and grazing was granted against an annual payment.","The missionaries accompanying the Orlams were well received by them, the right to use waterholes and grazing was granted against an annual payment."
joy to admiration: Its trade and secular administrative reforms built a prosperous economy for more than 80 years.,Its trade and secular administrative reforms built a prosperous economy for more than 80 years.
"confusion to realization: However, this understanding of homosexuality as sexual inversion was disputed at the time, and, through the second half of the twentieth century, gender identity came to be increasingly seen as a phenomenon distinct from sexual orientation.","Although homosexuality was commonly understood as sexual inversion, this view was challenged at the time, and gender identity was increasingly seen as a distinct phenomenon from sexual orientation during the latter half of the 20th century."
approval to realization: The early 1990s additionally saw the rise in mainstream US popularity for house music.,The early 1990s additionally saw the rise in mainstream US popularity for house music.
fear to disappointment: The earthquake was the worst to strike the Sichuan area in over 30 years.,The earthquake was the worst to strike the Sichuan area in over 30 years.
"confusion to disapproval: Earthquake prediction is not yet established science; there was no consensus within the scientific community that earthquake ""prediction"" is possible.","Earthquake prediction is not yet established science; there was no consensus within the scientific community that earthquake ""prediction"" is possible."
"approval to realization: The economy began to recover in the early 1960s, and the city experienced explosive population growth through immigration spurred by the jobs created with the implementation of major urban projects and infrastructure improvements.","The economy began to recover in the early 1960s, and the city experienced explosive population growth through immigration spurred by the jobs created with the implementation of major urban projects and infrastructure improvements."
disappointment to disapproval: The evidence for the effectiveness of measures to prevent the development of asthma is weak.,The evidence for the effectiveness of measures to prevent the development of asthma is weak.
confusion to disapproval: Results from exposure to pets at other times are inconclusive and it is only recommended that pets be removed from the home if a person has allergic symptoms to said pet.,Results from exposure to pets at other times are inconclusive and it is only recommended that pets be removed from the home if a person has allergic symptoms to said pet.
"sadness to disappointment: Nonetheless, Greece faced economic hardships and defaulted on its external loans in 1826, 1843, 1860 and 1894.","Nonetheless, Greece faced economic hardships and defaulted on its external loans in 1826, 1843, 1860 and 1894."
excitement to joy: Soul inspiring music is played and devotees dance in ecstasy.,Devotees are moved to dance in ecstasy by soul-inspiring music.
admiration to approval: The music on these occasions is essentially folk and appealing.,The music featured during these occasions is mainly folk and alluring.
"confusion to disapproval: The validity of global self-esteem scales has been questioned, and many suggest that more specific scales might reveal more about the adolescent experience.","The reliability of global self-esteem scales has been disputed, and it is recommended that using more specific scales could reveal more about the adolescent experience."
"sadness to disappointment: When they fail to win friends' approval or couldn't find someone with whom to share common activities and common interests, in these cases, girls suffer from low self-esteem.","When they fail to win friends' approval or couldn't find someone with whom to share common activities and common interests, in these cases, girls suffer from low self-esteem."
"admiration to approval: Because of its effectiveness and popularity, the boardwalk was expanded in length and width, and modified several times in subsequent years.","As a result of its effectiveness and popularity, the boardwalk was expanded in both length and width and underwent several modifications in the years that followed."
admiration to approval: The present-day City Wall of Nanjing was mainly built during that time and today it remains in good condition and has been well preserved.,"The Nanjing City Wall was mainly constructed during that era and is now in good condition, having been well-preserved."
sadness to disappointment: The first few naval battles were disasters for Rome.,The first few naval battles were disasters for Rome.
"sadness to disappointment: The first half of the 20th century in Russia and the Soviet Union was marked by a succession of wars, famines and other disasters, each accompanied by large-scale population losses.","During the first half of the 20th century, Russia and the Soviet Union experienced a series of wars, famines, and other disasters, all of which resulted in significant population declines."
approval to realization: But 23 years later in 1989 the Convention on the Rights of Children was adopted and helped to reduce the exploitation of children and demanded safe working environments.,But 23 years later in 1989 the Convention on the Rights of Children was adopted and helped to reduce the exploitation of children and demanded safe working environments.
"admiration to approval: More recently, Angela Barry has won critical recognition for her published fiction.","In recent times, Angela Barry's published fiction has been critically recognized."
"approval to disappointment: The format also became quite popular in Hong Kong during the 1990s before the introduction of VCDs and DVD; although people rarely bought the discs (because each LD was priced around USD100), high rental activity helped the video rental business in the city grow larger than it had ever been previously.","Hong Kong embraced the format in the 1990s, but its popularity waned with the arrival of VCDs and DVDs. Despite the high cost of each LD, the video rental industry saw a surge in growth due to high rental rates."
"approval to confusion: However, it was eventually decided that children might step on joysticks left on the floor and their durability was also questioned.","However, it was eventually decided that children might step on joysticks left on the floor and their durability was also questioned."
admiration to approval: The team that scores the most goals by the end of the match wins.,The team that nets the most goals by the end of the match is the one that wins.
"admiration to approval: Allmusic has described the album as a favourite among the band's hardcore fans, and it is the first of three Queen albums to feature in the book 1001 Albums You Must Hear Before You Die.","Allmusic has described the album as a favourite among the band's hardcore fans, and it is the first of three Queen albums to feature in the book 1001 Albums You Must Hear Before You Die."
"admiration to approval: By season four, American Idol had become the most watched series amongst all viewers on American TV for the first time, with an average viewership of 26.8 million.","By season four, American Idol had become the most watched series amongst all viewers on American TV for the first time, with an average viewership of 26.8 million."
"disgust to fear: The worst was the Permian-Triassic extinction event, 251 million years ago.","The Permian-Triassic extinction event, 251 million years ago, was the most terrible."
"approval to realization: Comics has had a lowbrow reputation for much of its history, but towards the end of the 20th century began to find greater acceptance with the public and in academia.","For a long time, comics were thought of as lowbrow, but in the late 1900s, they began to be more widely accepted by both the general public and academia."
"approval to realization: Early in adolescence, cognitive developments result in greater self-awareness, greater awareness of others and their thoughts and judgments, the ability to think about abstract, future possibilities, and the ability to consider multiple possibilities at once.","In the early stages of adolescence, cognitive advancements result in increased self-awareness, awareness of others and their thoughts and judgments, the capacity to think about abstract, future possibilities, and the ability to consider multiple possibilities simultaneously."
disappointment to disapproval: The illuminated ceiling was once popular in the 1960s and 1970s but fell out of favor after the 1980s.,The lighted ceiling was trendy during the 60s and 70s but became unpopular after the 80s.
"realization to disappointment: Over the next several years, these uprisings were subdued in a violent manner by the new Islamic government.",These uprisings were violently suppressed by the new Islamic government in the following years.
sadness to disappointment: The independence of the Thirteen Colonies in North America in 1783 after the American War of Independence caused Britain to lose some of its oldest and most populous colonies.,The independence of the Thirteen Colonies in North America in 1783 after the American War of Independence caused Britain to lose some of its oldest and most populous colonies.
gratitude to approval: Its topographic and climatic conditions have made animal husbandry and farming the primary source of Galicia's wealth for most of its history.,Its topographic and climatic conditions have made animal husbandry and farming the primary source of Galicia's wealth for most of its history.
"admiration to approval: The island's unique social and economic organisation has evolved over the years, but is based on the principles set out by William Glass in 1817 when he established a settlement based on equality.","The island's unique social and economic organisation has evolved over the years, but is based on the principles set out by William Glass in 1817 when he established a settlement based on equality."
"sadness to disappointment: The Battle of the Alma had 3,300 Allied losses.","The Battle of the Alma had 3,300 Allied losses."
admiration to approval: The large magnitude of solar energy available makes it a highly appealing source of electricity.,The vast amount of solar energy available makes it an appealing electricity source.
"admiration to approval: The grass, trees, and flower beds on BYU's campus are impeccably maintained.","The maintenance of the grass, trees, and flower beds on BYU's campus is faultless."
"admiration to approval: The local bus fleet is one of Europe's cleanest, using only buses compliant with the Euro-VI standard as well as electric buses for inner city transport.",The local bus fleet's commitment to using only Euro-VI compliant buses and electric buses for inner city travel has made it one of the cleanest in Europe.
"confusion to disapproval: Effects on the intestinal flora, which might result in reduced absorption of estrogens in the colon, have also been suggested, but such suggestions have been inconclusive and controversial.","Effects on the intestinal flora, which might result in reduced absorption of estrogens in the colon, have also been suggested, but such suggestions have been inconclusive and controversial."
sadness to disappointment: A government led by the Duke of Wellington collapsed amidst dire election results.,A government led by the Duke of Wellington collapsed amidst dire election results.
joy to approval: Butter tea is very popular to drink.,Butter tea is very popular to drink.
"sadness to disappointment: In 1893 a fire damaged the mosque extensively, and many mosaics were lost, although some have been restored since.","Many mosaics were lost when a fire caused extensive damage to the mosque in 1893, although some have been restored since then."
"admiration to approval: In 1997, a ceasefire was reached between Rahmon and opposition parties under the guidance of Gerd D. Merrem, Special Representative to the Secretary General, a result widely praised as a successful United Nations peace keeping initiative.","In 1997, a ceasefire was reached between Rahmon and opposition parties under the guidance of Gerd D. Merrem, Special Representative to the Secretary General, a result widely praised as a successful United Nations peace keeping initiative."
"approval to curiosity: An important question is, ""do invasive species cause extinctions?""","An important question is, ""do invasive species cause extinctions?"""
disappointment to disapproval: Longchamp refused to work with Puiset and became unpopular with the English nobility and clergy.,Longchamp refused to work with Puiset and became unpopular with the English nobility and clergy.
admiration to approval: It is also an important port for cruise ships.,It is also an important port for cruise ships.
"confusion to curiosity: The racial preferences debate related to admission to US colleges and universities reflects competing notions of the mission of colleges: ""To what extent should they pursue scholarly excellence, to what extent civic goods, and how should these purposes be balanced?"".","The racial preferences debate related to admission to US colleges and universities reflects competing notions of the mission of colleges: ""To what extent should they pursue scholarly excellence, to what extent civic goods, and how should these purposes be balanced?""."
"gratitude to approval: In Italy, Spain, Portugal and Poland, the encyclical was welcomed.","In Italy, Spain, Portugal and Poland, the encyclical was welcomed."
"disappointment to disapproval: Dell's own mobility division has not managed success with developing smartphones or tablets, whether running Windows or Google Android.","Dell's mobility division has not been successful in creating smartphones or tablets, whether they operate on Windows or Google Android."
"sadness to disappointment: Austria lost over three million subjects, about one-fifth of her total population, as a result of these territorial changes.","As a consequence of the territorial changes, Austria's total population decreased by one-fifth, with over three million subjects lost."
"gratitude to caring: Divine consideration might be sought to avoid the inconvenient delays of a journey, or encounters with banditry, piracy and shipwreck, with due gratitude to be rendered on safe arrival or return.","Divine intervention may be sought to avoid the inconvenience of delays, banditry, piracy, and shipwreck during a journey, and gratitude should be shown upon safe arrival or return."
approval to realization: The second half of the 20th century to the present has seen a gradual shift towards improved human rights for Aboriginal people.,The second half of the 20th century to the present has seen a gradual shift towards improved human rights for Aboriginal people.
fear to nervousness: The situation became so tense that war with the United States seemed imminent.,The tension reached a critical point where it seemed like a war with the United States was about to occur.
"admiration to surprise: The spirituality evidenced throughout all of the branches of the order reflects the spirit and intentions of its founder, though some of the elements of what later developed might have surprised the Castilian friar.","The spirituality evidenced throughout all of the branches of the order reflects the spirit and intentions of its founder, though some of the elements of what later developed might have surprised the Castilian friar."
"admiration to disappointment: The main cause was a failure of leadership, as Lee argues the first 10 sultans from 1292 to 1566, with one exception, had performed admirably.","The main cause was a failure of leadership, as Lee argues the first 10 sultans from 1292 to 1566, with one exception, had performed admirably."
admiration to approval: It has become a recognized springboard for launching the career of many artists as bona fide stars.,It has become a recognized springboard for launching the career of many artists as bona fide stars.
"admiration to approval: The success of the show's alumni however has led to a more positive assessment of the show, and the show was described as having ""proven it has a valid way to pick talent and a proven way to sell records"".","The success of the show's alumni however has led to a more positive assessment of the show, and the show was described as having ""proven it has a valid way to pick talent and a proven way to sell records""."
"confusion to disapproval: The term British Isles is controversial in Ireland, where there are objections to its usage due to the association of the word British with Ireland.","The term British Isles is controversial in Ireland, where there are objections to its usage due to the association of the word British with Ireland."
"gratitude to approval: Fortunately, there are other statistical ways of testing the theories, and the theories have yet to be refuted.","Fortunately, there are other statistical ways of testing the theories, and the theories have yet to be refuted."
"joy to approval: The centre has been transformed into a pedestrian priority zone that enables and invites walking and biking by making these active modes of transport comfortable, safe and enjoyable.","The center has been transformed into a pedestrian-focused zone that promotes and encourages walking and biking by ensuring that these active modes of transportation are comfortable, secure, and pleasurable."
"joy to approval: In addition, these paths go through public squares and open spaces increasing the enjoyment of the trip.","Also, these trails pass through public plazas and open areas, intensifying the satisfaction of the trip."
disappointment to disapproval: The transition from independence to a relatively minor part of a larger union was not easily accepted.,The transition from independence to a relatively minor part of a larger union was not easily accepted.
"admiration to approval: Although the aim of the tour was mainly political, to shore up Atlantic support for the United Kingdom in any future war, the King and Queen were enthusiastically received by the public.","Although the aim of the tour was mainly political, to shore up Atlantic support for the United Kingdom in any future war, the King and Queen were enthusiastically received by the public."
approval to confusion: Allen won the contest in the most controversial voting result since season two.,"Allen's victory in the contest was marred by controversy, with the voting result being the most disputed since season two."
approval to caring: The use of diversionary techniques such as fires had to be made carefully.,The use of diversionary techniques such as fires had to be made carefully.
"admiration to approval: The war was successful for Great Britain, which gained the bulk of New France in North America, Spanish Florida, some individual Caribbean islands in the West Indies, the colony of Senegal on the West African coast, and superiority over the French trading outposts on the Indian subcontinent.","The war was successful for Great Britain, which gained the bulk of New France in North America, Spanish Florida, some individual Caribbean islands in the West Indies, the colony of Senegal on the West African coast, and superiority over the French trading outposts on the Indian subcontinent."
"optimism to approval: In Europe, the war began disastrously for Prussia, but a combination of good luck and successful strategy saw King Frederick the Great manage to retrieve the Prussian position and retain the status quo ante bellum.","Prussia's position in Europe was initially disastrous during the war, but King Frederick the Great's successful strategy and good luck allowed them to recover and maintain the pre-war status quo."
sadness to disappointment: France was deprived of many of its colonies and had saddled itself with heavy war debts that its inefficient financial system could barely handle.,France's financial system was inadequate to handle the burden of heavy war debts and the loss of several colonies.
"joy to admiration: As a child, he had a talent for engineering, maintained an experimental laboratory in his home, and delighted in repairing radios.","As a child, he had a talent for engineering, maintained an experimental laboratory in his home, and delighted in repairing radios."
caring to fear: Bell had worried that the flight was too dangerous and had arranged for a doctor to be on hand.,Bell had worried that the flight was too dangerous and had arranged for a doctor to be on hand.
confusion to disapproval: There are differences of opinion on the question of whether or not Buddhism should be considered a religion.,The question of whether Buddhism is a religion is a topic of differing viewpoints.
caring to nervousness: There has been some concern over the potential adverse environmental and ecosystem effects caused by the influx of visitors.,The influx of tourists has caused some unease about the potential negative environmental and ecosystem impacts.
"disappointment to disapproval: This was unsuccessful as Everton failed to generate the £30 million needed for a half stake in the stadium project, with the city council rejecting the proposal in 2003.","The city council rejected Everton's proposal for a 50% stake in the stadium project in 2003, citing the club's inability to generate the necessary £30 million."
"sadness to disappointment: Between June 2007 and November 2008, Americans lost an estimated average of more than a quarter of their collective net worth.","Between June 2007 and November 2008, Americans lost an estimated average of more than a quarter of their collective net worth."
"confusion to nervousness: With approximately 12,000 sport hunters applying for hunting licences in recent years (in a very small country of about the size of the state of Delaware at about 5128 square kilometers and 1.3 million inhabitants), there is some concern that the practice might not be sustainable.","With approximately 12,000 sport hunters applying for hunting licences in recent years (in a very small country of about the size of the state of Delaware at about 5128 square kilometers and 1.3 million inhabitants), there is some concern that the practice might not be sustainable."
"admiration to approval: Each szlachcic had enormous influence over the country's politics, in some ways even greater than that enjoyed by the citizens of modern democratic countries.","Each szlachcic had enormous influence over the country's politics, in some ways even greater than that enjoyed by the citizens of modern democratic countries."
"realization to fear: However, with time, researchers noticed that the animals on the endangered species list still were not getting enough protection, thus further threatening their extinction.","The lack of adequate protection for animals on the endangered species list was observed by researchers over time, leading to an increased risk of extinction."
"optimism to approval: If the worst comes to the worst, priority should be given to the euro's stability.","If the worst comes to the worst, priority should be given to the euro's stability."
admiration to approval: He won Ottoman confidence as a junior officer in the Crimean War.,His junior officer role in the Crimean War led to him winning the confidence of the Ottoman Empire.
"approval to caring: Where the press is free, and every man able to read, all is safe.""","Where the press is free, and every man able to read, all is safe."""
"sadness to disappointment: Much of Europe, a continent that had dominated the world for several centuries, was in ruins, and host to the armies of the United States and the Soviet Union, who now held the balance of global power.","The continent of Europe, once a powerful force in the world, was now in ruins and under the control of the United States and the Soviet Union, who had taken over as the world's leading powers."
"disappointment to disapproval: In spite of influential supporters among the English aristocracy, such as John of Gaunt, the movement was not allowed to survive.","The movement was not permitted to survive, despite having influential supporters in the English aristocracy, such as John of Gaunt."
"admiration to approval: The issue was a great success, with it and a second printing the following month selling, combined, nearly 900,000 copies.","The topic was a resounding success, with sales of almost 900,000 copies from the first and second printings in the following month."
