input_text,target_text
optimism to desire: We can only hope that the investigation is not further impeded by extraneous situations.,It's our wish that extraneous situations won't cause any more obstacles in the investigation.
excitement to joy: Yesterday she was on top of the world after thrashing the U.S to win an Olympic gold medal in a world record time.,"Yesterday, she was elated after thrashing the U.S and achieving a world record time to claim an Olympic gold medal."
optimism to approval: If you get a bad result you need to respond quickly next game with a victory.,"When faced with a bad result, it is essential to quickly recover by winning the next game."
"optimism to approval: This is why it's important always to believe in yourself, your teammates, your team, your club and the manager's philosophy to always try to keep in a good level.","Always keeping faith in yourself, your teammates, your team, your club, and the manager's approach is vital to staying at a good level."
"sadness to disappointment: The country's infrastructure has been decimated, and experts say the economy has been set back by some 30 years.","The country's infrastructure has been decimated, and experts say the economy has been set back by some 30 years."
"admiration to surprise: Umar Daraz, a mild mannered primary school teacher who has been a member of the Executive Council of Peshawar's Primary Teacher Association for more than 20 years, is shocked by the decision.","Umar Daraz, a mild mannered primary school teacher who has been a member of the Executive Council of Peshawar's Primary Teacher Association for more than 20 years, is shocked by the decision."
"optimism to desire: Now we must be soldiers at war and fight for the cause of education and a brighter future for our children.""","Now we must be soldiers at war and fight for the cause of education and a brighter future for our children."""
"admiration to approval: One nice thing about getting older is that we're better musicians, and we play better.","Our musical talents develop with age, resulting in improved playing skills."
excitement to surprise: It's crazy how busy we are.,It's astonishing how much we have to do.
amusement to joy: And that's kind of what's fun about it.,And that's kind of what's fun about it.
"joy to approval: Hoffs: People don't realize how awesome it is and how fun it is, having the camaraderie with other women.",Hoffs underscores the importance of the enjoyable and supportive relationships with other women.
admiration to approval: There's a certain something about it that's very compelling.,There is a certain je ne sais quoi about it that is quite irresistible.
"joy to admiration: We were all making music with other people, and there is a certain magic to the Bangles when we sing together.",There's a certain enchantment to the Bangles' harmonies when we collaborate with other musicians.
"optimism to approval: I take a course of it twice a year, once in the summer and once at Christmas, and I'm convinced it makes a difference.","I take a course of it twice a year, once in the summer and once at Christmas, and I'm convinced it makes a difference."
"admiration to approval: Words like 'miracle' and 'flawless' are often bandied around in the beauty industry, but in the case of Yves Saint Laurent Fusion Ink Foundation, they're justified.","Words like 'miracle' and 'flawless' are often bandied around in the beauty industry, but in the case of Yves Saint Laurent Fusion Ink Foundation, they're justified."
"sadness to embarrassment: Scandal: The babies were fed on a drip because they were too premature to feed, but became ill after being given an infected batch (file picture) 'The baby most .","Due to their premature birth, the babies were given nourishment through a drip, but fell ill after being given a contaminated batch, causing a scandal."
disgust to fear: Upsetting: 11 hospitals in England were affected.,Disconcerting: 11 hospitals in England were thrown off balance.
approval to caring: are reassured that this was a very rare occurrence as we have not seen .,are reassured that this was a very rare occurrence as we have not seen .
"disgust to disapproval: said I was disgusting, and my children didn’t deserve me.",Declared that I was abhorrent and that my offspring were undeserving of having me as their caretaker.
"optimism to caring: I know he's supportive and he will have it very soon, in the right time.","I know he's supportive and he will have it very soon, in the right time."
fear to sadness: A woman whose abusive husband bit off her nose in a rage has spoken out about the horror of being trapped in a violent relationship.,A woman who was a victim of domestic abuse and had her nose bitten off by her husband has opened up about her ordeal.
"optimism to disappointment: Real Madrid have not had the best pre-season so far, losing 3-1 to Manchester United in the International Champions Cup and boss Carlo Ancelotti said: 'We were not happy with the defeat (by United); we didn’t play well but the Super Cup will be a completely different game.","Real Madrid have not had the best pre-season so far, losing 3-1 to Manchester United in the International Champions Cup and boss Carlo Ancelotti said: 'We were not happy with the defeat (by United); we didn’t play well but the Super Cup will be a completely different game."
curiosity to surprise: kept wondering where the ambulance was and the woman on the phone said .,kept wondering where the ambulance was and the woman on the phone said .
approval to disgust: Yet what makes it worse is that it's happened before.,Yet what makes it worse is that it's happened before.
disappointment to disapproval: Not everyone agrees -- at least given how things stand now on the ground.,Not everyone agrees -- at least given how things stand now on the ground.
admiration to disappointment: His paintings are some of the most valuable in the world - yet many of them are slowly fading away.,"Many of his paintings, which are some of the most valuable in the world, are slowly losing their vibrancy."
admiration to realization: It was only after his death that the importance of his work began to be truly recognised and his works are now among the most expensive paintings ever sold.,"It was not until he had passed away that the true worth of his art was realized, and his works are now some of the most expensive paintings ever sold."
excitement to joy: It is the first time consumers have been able to enjoy locally grown varieties in March.,Consumers can now enjoy locally grown March produce for the first time.
love to approval: I felt from the word go that I was going somewhere where I would be really loved.’ Di Maria is speaking before taking part in a kick-about with local kids as part of a joint initiative between the two clubs and the Premier League.,I sensed right away that I was going to a place where I would be truly cherished. Di Maria spoke these words before taking part in a kick-about with neighborhood kids as part of a collaborative effort between the two teams and the Premier League.
amusement to admiration: He’s just unbelievable.’ Zabaleta joke she may need to open an Argentine steakhouse to cater to the growing contingent but knows it is local pride as well as hard points at stake on Sunday.,He’s just unbelievable.’ Zabaleta joke she may need to open an Argentine steakhouse to cater to the growing contingent but knows it is local pride as well as hard points at stake on Sunday.
approval to fear: had been obsessed with horror films since the age of eight and watched .,had been obsessed with horror films since the age of eight and watched .
fear to sadness: Dreadful: The remains of Jacqueline Bartlam's bedroom following the blaze caused by her son .,The fire caused by Jacqueline Bartlam's son left her bedroom in a dreadful condition.
"excitement to optimism: new album, and I hope the critics will be able to look beyond her past .","new album, and I hope the critics will be able to look beyond her past ."
"excitement to admiration: As a car pulls up the red light in Yekaterinburg, Russia, the road spectacularly splits .","As a car reaches a red light in Yekaterinburg, Russia, the road undergoes a breathtaking split."
"approval to confusion: Flintoff maybe unsure what course to take, but many may agree with the comments of his friend and fellow paceman Steve Harmison.","Flintoff maybe unsure what course to take, but many may agree with the comments of his friend and fellow paceman Steve Harmison."
"admiration to approval: Fueled by the positive energy from the uplifting ceremony, West Orange won the game 56-7.","The uplifting ceremony provided West Orange with positive energy, leading to their 56-7 win in the game."
approval to desire: This dream came true only because of the inclusive spirit of West Orange High School.,The inclusive atmosphere of West Orange High School was the driving force behind the fulfillment of this dream.
"joy to love: His clothes and his camera were soaked, but he said he loved the experience.","His clothes and his camera were soaked, but he said he loved the experience."
"annoyance to disapproval: only does it offend natural justice, this manifestly inconsistent mark .","This mark, which is clearly inconsistent, not only violates natural justice but also causes offense."
disappointment to embarrassment: a shame that we're seeing politics brought into the exam process by the .,a shame that we're seeing politics brought into the exam process by the .
"approval to anger: There's a ton of respect, but yet again it borders on hatred.""","There's a ton of respect, but yet again it borders on hatred."""
excitement to joy: Murray celebrates during his straight sets win over Isner that clinched the Brits a quarter-final place .,Murray celebrates during his straight sets win over Isner that clinched the Brits a quarter-final place .
admiration to approval: Murray produced the right results in points at key moments to overcome the fancied American .,Murray produced the right results in points at key moments to overcome the fancied American .
fear to nervousness: There are growing fears NHS bosses turned a blind eye to sick and disabled children being attacked by Savile because he raised so much money for them.,There is a growing worry that NHS administrators turned a blind eye to the abuse of sick and disabled children by Savile as he had contributed a considerable sum of money to them.
"surprise to disappointment: Elsewhere in Africa, Cameroon are surprisingly bottom of Group A after a 0-0 home draw with Morocco in Yaounde.","Cameroon's hopes of progressing in Group A in Africa took a hit after they were held to a goalless draw by Morocco in Yaounde, leaving them at the bottom of the table."
confusion to disapproval: I did not have a clue.,I was ignorant of the situation.
joy to approval: What motivates me is how good I feel afterwards.,The sense of well-being I feel afterwards is my source of motivation.
joy to approval: But I do it because of how it makes me feel when it's over.,But I do it because of how it makes me feel when it's over.
sadness to disappointment: My body just wouldn't tolerate what I used to do.,My body just wouldn't tolerate what I used to do.
"approval to curiosity: I think it's more important to be ""interested"" than to try to be ""interesting.""",It's more valuable to be curious than to try to be engaging.
"approval to curiosity: I've always remained interested and curious and I've always been a student as well as a teacher, so I think that's key.","I've always remained interested and curious and I've always been a student as well as a teacher, so I think that's key."
annoyance to disapproval: I've had enough of Katie and don't want anything more to do with .,I'm finished with Katie and have no interest in maintaining any further relationship with her.
approval to disappointment: A lot of very upsetting things happened - some of which Kate doesn't even know about - but I think we are both best moving on and going our separate ways.,A lot of very upsetting things happened - some of which Kate doesn't even know about - but I think we are both best moving on and going our separate ways.
"fear to nervousness: As the evidence of water contamination, air pollution and health effect from the U.S. and Australia mounts up, people in the UK are scared.","People in the UK are becoming more and more anxious as evidence of water contamination, air pollution, and health effects from the U.S. and Australia continues to emerge."
disappointment to disapproval: We cannot afford to burn the all the conventional fossil fuel reserves.,We cannot afford to burn the all the conventional fossil fuel reserves.
"approval to disapproval: The message is clear -- fracking and associated extreme energy methods like tar sands extraction, are intrinsically destructive to people and the planet.","The message is clear -- fracking and associated extreme energy methods like tar sands extraction, are intrinsically destructive to people and the planet."
"optimism to approval: In the end, fracking is a road to nowhere and the sooner we start heading back towards safety ground the better it will be for all of us.",Fracking is a road to nowhere and it's in the best interest of everyone to start moving towards safer ground.
gratitude to joy: She enjoyed success in the Miss Colchester and Miss East Anglia competitions five years ago - and credited her father with the giving her the confidence to enter.,She enjoyed success in the Miss Colchester and Miss East Anglia competitions five years ago - and credited her father with the giving her the confidence to enter.
"gratitude to admiration: Pass the incense, man: This ancient stone Buddha has gained new popularity thanks to it's 'peace' gesture .","Hand me the incense, my friend. The old stone Buddha has gained new popularity because of its peaceful gesture."
joy to admiration: They always come here and it is nice because I don't see them in the whole year.,They always come here and it is nice because I don't see them in the whole year.
fear to nervousness: It is already dangerous to have nuclear plants here.,The existence of nuclear plants here is already a cause for concern.
"confusion to sadness: When little boy developed a fever, started vomiting, passed blood in his stool and then died two days later, nobody knew why.","When little boy developed a fever, started vomiting, passed blood in his stool and then died two days later, nobody knew why."
"sadness to remorse: In addition to a simple 'I'm sorry' tweet, she also said: 'I have been fired from my job.","Besides a straightforward apology tweet, she also acknowledged that she had been dismissed from her job."
realization to disapproval: I know it was wrong now.,I understand now that it was not the right thing to do.
"realization to remorse: I know my apology doesn't ever fix anything that has been done, .","I know my apology doesn't ever fix anything that has been done, ."
joy to desire: The overall was my big goal this season and I couldn't be happier that I was able to defend it.,The overall was my big goal this season and I couldn't be happier that I was able to defend it.
"excitement to admiration: The American, who turned 19 on Thursday, claimed her fifth victory this season by a stunning 1.44 seconds to become the youngest woman to win it twice and the first from outside Europe.","The American, who celebrated her 19th birthday on Thursday, won her fifth race of the season by an impressive 1.44 seconds, becoming the youngest woman to win it twice and the first non-European to do so."
"caring to nervousness: The video, which he later uploaded to YouTube, sparked concern among members of the public, Plymouth Magistrates' Court heard.","The video that he uploaded to YouTube caused concern among the public, as reported by Plymouth Magistrates' Court."
"disappointment to disapproval: But while the action may enrage Republicans, it can't go nearly as far as legislation would.","But while the action may enrage Republicans, it can't go nearly as far as legislation would."
disappointment to disapproval: But even there chances of new deals appear slim.,"Nonetheless, the probability of new deals appears low even in that circumstance."
disappointment to disapproval: Another resident complained that the council's latest proposals are having a negative effect on local business.,"Yet another member of the community criticized the council's latest ideas, arguing that they are negatively affecting the nearby commercial establishments."
approval to disapproval: The announced has been met with a mixed response among current and former players.,The announced has been met with a mixed response among current and former players.
disappointment to embarrassment: Worcester goalkeeper Nathan Vaughan (centre) celebrates after saving a penalty from Reda Johnson (left) Coventry manager Steven Pressley described his team’s performance as ‘embarrassing’ and put it alongside their 1989 humbling at Sutton United as ‘one of the worst results’ in the club’s history.,Worcester goalkeeper Nathan Vaughan (centre) celebrates after saving a penalty from Reda Johnson (left) Coventry manager Steven Pressley described his team’s performance as ‘embarrassing’ and put it alongside their 1989 humbling at Sutton United as ‘one of the worst results’ in the club’s history.
surprise to disappointment: Conference outfit Chester’s shock 2-1 win over League Two Southend United.,League Two's Southend United suffered a shock 2-1 defeat to conference team Chester.
"sadness to disappointment: Wimbledon champion Petra Kvitova became the latest casualty of an unpredictable women’s US Open last night when she was shocked 6-4, 6-4 by unknown Serb Aleksandra Kunic.","The US Open's women's tournament continued to produce surprises as Petra Kvitova, the reigning Wimbledon champion, was defeated 6-4, 6-4 by Aleksandra Kunic, a little-known Serbian player."
disgust to annoyance: is offensive because it is sexist to both men and women and reinforces .,The statement is offensive as it promotes gender stereotypes and is sexist towards both men and women.
"fear to sadness: It added that 700 families were displaced, with many fleeing their homes in fear that the unstable hillside could unleash more deadly landslides.","As per the report, 700 households were displaced, with a large number of people leaving their homes due to the unstable hillside's potential to cause more fatal landslides."
gratitude to admiration: O'Loughlin says the support from her five children has been 'amazing' but she knows her alcoholism has taken its toll on them.,O'Loughlin says the support from her five children has been 'amazing' but she knows her alcoholism has taken its toll on them.
admiration to approval: That's why the result was pretty clean.,That's why the result was pretty clean.
"sadness to disappointment: To be honest, personally, I'm pretty sad about the match and the way I played.""","In all honesty, I'm feeling pretty low about the match and the way I played."
"surprise to annoyance: I mean, it was so ridiculous, I didn't even know how to answer it.""","I mean, it was so ridiculous, I didn't even know how to answer it."""
joy to approval: embrace many activities in national parks because they enhance visitor .,embrace many activities in national parks because they enhance visitor .
optimism to caring: The hope is that the ban will eliminate many noise and nuisance complaints and help ensure safety.,The intention is to eradicate many noise and disturbance complaints and guarantee safety.
admiration to approval: The cruise industry does a remarkable job advertising that cruising is a safe and affordable family vacation.,The cruise industry is successful in promoting cruising as a secure and reasonably priced family trip.
disappointment to disapproval: But the Coast Guard is underfunded and understaffed and can't possibly conduct adequate inspections of the hundreds of cruise ships that call regularly on U.S. ports across the nation.,But the Coast Guard is underfunded and understaffed and can't possibly conduct adequate inspections of the hundreds of cruise ships that call regularly on U.S. ports across the nation.
excitement to joy: Arms aloft: An ecstatic Ricciardo on the podium at the Circuit Gilles Villeneuve .,"On the podium at Circuit Gilles Villeneuve, Ricciardo is overjoyed and raises his arms."
"fear to sadness: It looked bad, but neither driver was seriously hurt.","It looked bad, but neither driver was seriously hurt."
"sadness to disappointment: Wenger said: ‘It’s very unfortunate for Mathieu, it’s unbelievable because he’s had two surgeries in the same season.","Wenger expressed his disappointment for Mathieu, stating that it was unbelievable that he had to undergo two surgeries in the same season, which was very unfortunate."
excitement to joy: Roar of delight: Sabine Lisicki celebrates winning a point on her way to beating Ana Ivanovic .,A point won by Sabine Lisicki on her way to defeating Ana Ivanovic is celebrated with a loud roar of delight.
"admiration to disappointment: She hit amazing winners when we started today, then the rain .","At the start of the day, she hit some fantastic winners, but then the rain began."
joy to admiration: came and we were both hitting winners.,came and we were both hitting winners.
joy to admiration: The fans made me feel so good.,The followers made me feel wonderful.
gratitude to joy: A disabled sheep is enjoying a new lease of life after receiving a specially designed wheelchair to help him get around.,A disabled sheep is enjoying a new lease of life after receiving a specially designed wheelchair to help him get around.
joy to admiration: It’s so wonderful to watch him clearly enjoying his new mobility.,Seeing him happily embrace his increased mobility is truly wonderful.
anger to disappointment: Angered: Many 9/11 survivors and victims are upset that a gift shop is part of the new museum and memorial at the Ground Zero site .,Angered: Many 9/11 survivors and victims are upset that a gift shop is part of the new museum and memorial at the Ground Zero site .
"joy to admiration: That's going to be the most beautiful, bilingual, part-superhero, well-dressed, romantic baby ever.""","That's going to be the most beautiful, bilingual, part-superhero, well-dressed, romantic baby ever."""
fear to nervousness: One major U.S. bank fears that the .,A prominent American banking organization is anxious about the...
gratitude to approval: It is largely thanks to Brazil's economic boom the country has seen an explosion in car ownership.,The boom in Brazil's economy has caused a significant increase in car ownership in the country.
"optimism to confusion: When the concept would be completed however, or whether it could be part of Nasa’s 2020 Mars rover mission, is not yet known.","When the concept would be completed however, or whether it could be part of Nasa’s 2020 Mars rover mission, is not yet known."
admiration to disappointment: A trip that was supposed to show off the former governor's foreign policy expertise during an election year has been plagued with distractions as well as marked by substantive highlights.,A trip that was supposed to show off the former governor's foreign policy expertise during an election year has been plagued with distractions as well as marked by substantive highlights.
"disappointment to embarrassment: Team Obama: Romney trip an 'embarrassing disaster' Before the campaign aide's verbal assault on the press, conservative bloggers were protesting that Romney's overseas trip was being judged unfairly in the media.","Team Obama: Romney trip an 'embarrassing disaster' Before the campaign aide's verbal assault on the press, conservative bloggers were protesting that Romney's overseas trip was being judged unfairly in the media."
gratitude to fear: Nasty day to surf: A championship surfing contest in Hawaii became a battle of nerves on Saturday thanks to unusual winds and erratic waves that nearly swallowed one pro along with the men who came to his rescue .,The surfing event in Hawaii turned into a dangerous affair as the surfers struggled to navigate the treacherous waves and winds that almost caused a pro surfer and his rescuers to be swept away.
joy to admiration: Fun-loving party spirit: UK travellers were said to be the heaviest drinkers on holiday but also the ones with the best sense of humour .,"Reports suggest that UK vacationers were the most lively and entertaining, as well as the most heavy-handed drinkers."
"surprise to sadness: The shocking case, on the Isle of Skye, came to light because the girl started to feel ill and told her mother that she was scared she had a ‘baby in my tummy’.","The shocking case, on the Isle of Skye, came to light because the girl started to feel ill and told her mother that she was scared she had a ‘baby in my tummy’."
sadness to remorse: Distraught Lauren - whose family can't afford the repayments - felt so guilty about the bill she went to the doctors and was prescribed anti-depressants.,"Lauren, who was troubled and whose family couldn't afford the payments, visited the doctor and was prescribed anti-depressants after feeling guilty about the bill."
fear to sadness: Chaos: A woman was taken to hospital with 'facial lacerations and a black eye' after being trampled by the frightened animal outside Superdrug .,Chaos: A woman was taken to hospital with 'facial lacerations and a black eye' after being trampled by the frightened animal outside Superdrug .
admiration to approval: It is something everyone has to respect.,It is something everyone has to respect.
excitement to admiration: These daredevil highliners are the ultimate chillseekers - setting up hammocks hundreds of feet in the air.,These daredevil highliners are the ultimate chillseekers - setting up hammocks hundreds of feet in the air.
excitement to joy: He said: 'The action lasted around an hour and it was amazing to see all those people hanging out in their hammocks - it was exciting to watch.,"He recounted that the event lasted for approximately an hour and was an exhilarating sight to see, with many people hanging out in their hammocks."
"gratitude to joy: In a statement, Mr Upton said: ‘This has been a long and difficult journey for me, and it was certainly not an easy decision to make.’ Thanking the school for its support, he added: ‘I’d now ask for my privacy to be respected so that I can continue with my job, which I’m committed to and which I enjoy very much.’ Headmistress Karen Hardman said: ‘We understand that an issue such as this is bound to arouse interest for a short while.","In a statement, Mr Upton said: ‘This has been a long and difficult journey for me, and it was certainly not an easy decision to make.’ Thanking the school for its support, he added: ‘I’d now ask for my privacy to be respected so that I can continue with my job, which I’m committed to and which I enjoy very much.’ Headmistress Karen Hardman said: ‘We understand that an issue such as this is bound to arouse interest for a short while."
"fear to nervousness: Anger over perceived corruption helped fuel huge protests last year, and there are fears more unrest could mar the World Cup.","Perceived corruption was a major factor that fueled huge protests last year, and there are worries that it could lead to more unrest during the World Cup."
"approval to disapproval: I think that's wrong but at the same time, my party just got 50% of the vote and our platform strongly supports EU membership -- so people still support change.""","I think that's wrong but at the same time, my party just got 50% of the vote and our platform strongly supports EU membership -- so people still support change."""
"approval to realization: As it turns out, I did get into Harvard.","As it turns out, I did get into Harvard."
"annoyance to disappointment: The fact that I actually really, really suck at piano.",The reality is that I am not good at playing the piano.
"optimism to approval: It's almost certain that she's been accepted by other colleges, and by the time the suit is resolved she will likely have graduated from one of them.","It is almost a sure thing that she has been accepted by other colleges, and by the time the lawsuit is resolved, she will probably have already graduated from one of them."
excitement to joy: Gareth Bale (right) and Ronaldo celebrate after the Champions League semi-final victory over Bayern Munich .,Gareth Bale (right) and Ronaldo celebrate after the Champions League semi-final victory over Bayern Munich .
excitement to joy: Ronaldo (right) runs off in celebration having scored a penalty during the Champions League final .,"Having scored a penalty in the Champions League final, Ronaldo runs off in celebration."
curiosity to remorse: Do I apologize here now in public .,Do I apologize here now in public .
"excitement to joy: As part of Mail Online's exciting new partnership with Cage Warriors, we are delighted to offer you the chance to win tickets for CW74 at the Copper Box Arena in London next weekend.",Mail Online is pleased to announce a new partnership with Cage Warriors and is offering the chance to win tickets for CW74 at the Copper Box Arena in London next weekend.
excitement to admiration: But it was the sight of Tiger Woods holing putts and tip-toeing menacingly into the top ten that was the real bonus and gave the day its delicious flavour.,But it was the sight of Tiger Woods holing putts and tip-toeing menacingly into the top ten that was the real bonus and gave the day its delicious flavour.
admiration to approval: Fireworks were promised and duly delivered at this wonderful venue.,The venue lived up to its commitment of presenting fireworks.
excitement to joy: Emotion: Suarez celebrates scoring the dramatic late winner against England .,The joy of scoring the dramatic late winner against England is evident in Suarez's celebration.
"admiration to caring: And while the young actress certainly deserves the attention for the mind-bending role, we're a little concerned that a dud of a movie is about to hit theaters that could distract critics from her performance in the ballet thriller.","And while the young actress certainly deserves the attention for the mind-bending role, we're a little concerned that a dud of a movie is about to hit theaters that could distract critics from her performance in the ballet thriller."
"love to disappointment: Nothing could make me stop loving Adrien Brody, but he did manage to disappoint critics when he followed up his 2003 Best Actor Oscar for ""The Pianist"" with ""The Singing Detective"" and (shudder) ""King Kong.""","Nothing could make me stop loving Adrien Brody, but he did manage to disappoint critics when he followed up his 2003 Best Actor Oscar for ""The Pianist"" with ""The Singing Detective"" and (shudder) ""King Kong."""
"admiration to love: To her mother, Gakirah Barnes was a funny and sweet charter graduate who loved music and 'was liked by everyone'.","To her mother, Gakirah Barnes was a funny and sweet charter graduate who loved music and 'was liked by everyone'."
admiration to sadness: Gruesome: Blood from Gakirah Barnes' gunshot wounds stain the steps on which she fell .,The bloodstains on the steps where Gakirah Barnes fell are a gruesome testament to the violence that took place.
joy to disapproval: It will not make the UK a happier or richer place.,It will not make the UK a happier or richer place.
"admiration to love: She said her daughter was 'friendly, sweet, had lots of friends and everyone just loved her'.","She said her daughter was 'friendly, sweet, had lots of friends and everyone just loved her'."
admiration to disappointment: Suarez completed his remarkable turnaround by being named .,The recognition of Suarez as... marked the end of his remarkable turnaround.
"confusion to curiosity: If he was a suicide bomber, how would I live with that?’ In .","If he was a suicide bomber, how would I live with that?’ In ."
caring to disapproval: Don't pooh-pooh this Californian joint because of the name .,Don't pooh-pooh this Californian joint because of the name .
amusement to joy: These colourful shots are more entertaining than the average Yearbook snap .,These colorful shots are more enjoyable than the average Yearbook photo.
optimism to gratitude: A blood test will soon allow doctors to tailor breast cancer treatment individually in a breakthrough  which they hope will save thousands of lives.,Thousands of lives could be saved thanks to a new blood test that will enable doctors to customize breast cancer treatment for each patient in a groundbreaking development.
admiration to approval: They became and remain great friends.,They grew to be good friends and still maintain their relationship.
"admiration to approval: He’s a good friend of mine so whatever decision he made, I support him.","As a friend of mine, I endorse his decision and stand by him."
realization to disappointment: Kieran Gibbs was mistakenly shown a red card by referee Mark Clatternburg with only 15 minutes gone .,Kieran Gibbs was mistakenly shown a red card by referee Mark Clatternburg with only 15 minutes gone .
"surprise to disappointment: They have won three, drawn six and lost an incredible 15 times.","They have won three, drawn six and lost an incredible 15 times."
"joy to approval: I’m sure they remember what happened last year and we really want to make it up.’ For Hazard, of course, there are only good memories.","I'm positive they recall what happened last year, and we're committed to making it right."
love to confusion: I don’t think I’ll be able to emulate that - but I’d love to.,"I'm uncertain I can copy that, but I'm keen on giving it a go."
excitement to joy: Ian Poulter is covered in champagne as the celebrations get going after Europe win the 2014 Ryder Cup .,Ian Poulter is covered in champagne as the celebrations get going after Europe win the 2014 Ryder Cup .
"sadness to disappointment: The 32-year-old suffered the injury in Italy's opening World Cup match against Paraguay in Group F, which forced him to miss the rest of the tournament in South Africa.","The 32-year-old suffered the injury in Italy's opening World Cup match against Paraguay in Group F, which forced him to miss the rest of the tournament in South Africa."
"admiration to approval: He is part of the group and I think that is very important.""","He is part of the group and I think that is very important."""
admiration to disappointment: Quote of the session: Ian Poulter: ‘Obviously my record has been pretty good and that has taken a dent.,"Ian Poulter's quote of the session: ""Although my record has been pretty good, it has been damaged."""
gratitude to joy: Rose and Kaymer celebrate as they came back to pick up a crucial half point for Europe in session four .,Rose and Kaymer celebrate as they came back to pick up a crucial half point for Europe in session four .
"sadness to disappointment: Cold, snowy weather in parts of the Asian nation further heightened the hardship of a nation facing what its leaders call its biggest disaster since World War II.","Cold, snowy weather in parts of the Asian nation further heightened the hardship of a nation facing what its leaders call its biggest disaster since World War II."
"sadness to remorse: The main foreman's watch-room up above the factory floor in now in a sorry state, with vandals having taken to it as they had to many parts of the site .","The main foreman's watch-room up above the factory floor in now in a sorry state, with vandals having taken to it as they had to many parts of the site ."
"joy to love: When Holly Thorogood met 'charming, funny' Martin Haze in the bar of her parents' hotel in Torquay, she thought she'd found the love of her life .","When Holly Thorogood met 'charming, funny' Martin Haze in the bar of her parents' hotel in Torquay, she thought she'd found the love of her life ."
"anger to annoyance: The largest group of clients is made up of law firms, and MPs are angry that they and others have escaped scrutiny.","Law firms make up the most substantial group of clients, and MPs are annoyed that they and other organizations have dodged scrutiny."
approval to caring: Keeping a tree well-watered goes a long way toward minimizing the needle problem.,Consistently watering a tree can help to alleviate the issue of needle shedding.
"caring to disappointment: So if global warming leads to warmer falls in the future, it could be bad news for Christmas trees, he said.","So if global warming leads to warmer falls in the future, it could be bad news for Christmas trees, he said."
admiration to disappointment: Though he did not lead the team to the top prize -- they came in third -- something even more wonderful happened: Germany shed a layer of its dark historic burden.,"Although the team did not win the top prize, Germany experienced a positive change as a result of their third-place finish, shedding a layer of its dark historical burden."
"excitement to joy: During the cup, global adoration poured in on them, and they broke out the flags to celebrate.","During the cup, global adoration poured in on them, and they broke out the flags to celebrate."
"optimism to approval: The team improved greatly in the 10-plus years before Klinsmann came along, and the new coach is building on that success, he believes.","The team improved greatly in the 10-plus years before Klinsmann came along, and the new coach is building on that success, he believes."
"approval to caring: Do that, and all is forgiven.","If you do that, all past wrongs will be forgiven."
annoyance to disapproval: I have been hit so many times and this time it doesn't matter.,"I've endured countless hits, and this one doesn't matter."
admiration to approval: I think that women are the unsung heroes of the last few years.,It is my view that women have been the unsung heroines of recent times.
"admiration to approval: It's a good chance for us.""",This is a beneficial chance for us.
"amusement to disappointment: This aircraft sucks, it's a pity it wasn't in Aeroflot, that would be one less.’ Crash scene: Flight attendant Ekaterina Solovyeva tweeted 'hahaha' on Twitter after a Russian-made plane crashed in Indonesia on Wednesday.","It's a pity that this aircraft wasn't in the hands of Aeroflot, as it would have been one less plane to worry about, given its poor quality."
approval to realization: Now scientists have discovered the adage might actually be true.,Now scientists have discovered the adage might actually be true.
"admiration to approval: And I guess if you look at where the country was 10 years ago, we definitely are.","And I guess if you look at where the country was 10 years ago, we definitely are."
realization to disappointment: Or maybe those biases are having a rebirth we had underestimated.,Those biases could be experiencing a renaissance that we had underestimated.
"annoyance to disappointment: Once again, our democracy is vexed by a woefully inadequate two-party system.","Once again, our democracy is vexed by a woefully inadequate two-party system."
admiration to love: We love this country more than anything else.,We love this country more than anything else.
sadness to disappointment: Steven Finn and James Taylor show their disappointment after England's third loss of the tournament .,Steven Finn and James Taylor show their disappointment after England's third loss of the tournament .
confusion to disapproval: But critics have questioned whether it is over-staffed – it employs around 600 people.,The employment of around 600 individuals has been criticized by some who question whether the organization is overstaffed.
admiration to approval: This -- in combination with easy access to fresh seafood and produce -- has attracted a thriving group of epicures.,This -- in combination with easy access to fresh seafood and produce -- has attracted a thriving group of epicures.
"joy to admiration: The airy, cedar-shingled Edgewater is a refreshing anomaly.",The Edgewater's airy and distinctive cedar shingles make it a refreshing and unexpected sight.
desire to disappointment: I also wish we were around long enough to come back for dinner: Love Lane's uncomplicated menu hits that sweet spot between the area's beachy eats and fussy white-tablecloth options.,"It's a shame we can't stay for dinner, as Love Lane's uncomplicated menu provides a satisfying mix of easygoing coastal cuisine and sophisticated white-tablecloth offerings."
desire to sadness: I miss the small vineyards I experienced first.,I miss the small vineyards I experienced first.
"admiration to surprise: Shocked: Neighbours in Preston described Lia as a 'little princess' because of her fair hair and 'lovely smile' Tragedy: Critchley, right, and Green called 999 and said they feared Lia was deteriorating quickly .","Shocked: Neighbours in Preston described Lia as a 'little princess' because of her fair hair and 'lovely smile' Tragedy: Critchley, right, and Green called 999 and said they feared Lia was deteriorating quickly ."
"surprise to sadness: It’s such a tragedy and everyone is in utter shock.’ The couple, who are thought to be engaged, were arrested and questioned for up to four days by police.","The community is reeling from the news of the couple's arrest and prolonged police questioning, as they were believed to be engaged and the situation is a tragic shock to all."
joy to admiration: This was the Serbian's first title since his Melbourne heroics and his third on the hard courts of Crandon Park.,This was the Serbian's first title since his Melbourne heroics and his third on the hard courts of Crandon Park.
